rank,title,author,rating,ratings_count,score,votes,book_url,page
8185,The Overdue Life of Amy Byler,Kelly Harms,3.84,100440.0,70,,https://www.goodreads.com/book/show/41723475-the-overdue-life-of-amy-byler,82
8185,"Everything We Keep (Everything, #1)",Kerry Lonsdale,3.88,111769.0,70,,https://www.goodreads.com/book/show/29639736-everything-we-keep,82
8185,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,4.23,74569.0,70,,https://www.goodreads.com/book/show/66678.Exile,82
8185,Quail Seed,Saki,3.35,20.0,70,,https://www.goodreads.com/book/show/13603930-quail-seed,82
8185,Girl with a Pearl Earring,Tracy Chevalier,3.93,795782.0,70,,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring,82
8185,A History of the World in 6 Glasses,Tom Standage,3.81,35161.0,70,,https://www.goodreads.com/book/show/3872.A_History_of_the_World_in_6_Glasses,82
8185,The Cat Who Walks Through Walls,Robert A. Heinlein,3.71,24355.0,70,,https://www.goodreads.com/book/show/16685.The_Cat_Who_Walks_Through_Walls,82
8185,City of Girls,Elizabeth Gilbert,4.04,331547.0,70,,https://www.goodreads.com/book/show/51918871-city-of-girls,82
8185,Time Enough for Love,Robert A. Heinlein,3.97,37467.0,70,,https://www.goodreads.com/book/show/353.Time_Enough_for_Love,82
8185,The American Heiress,Daisy Goodwin,3.47,46450.0,70,,https://www.goodreads.com/book/show/9999107-the-american-heiress,82
8185,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs,4.12,110931.0,70,,https://www.goodreads.com/book/show/2355575.Cry_Wolf,83
8185,"Nevermoor: The Trials of Morrigan Crow (Nevermoor, #1)",Jessica Townsend,4.31,79114.0,70,,https://www.goodreads.com/book/show/34219873-nevermoor,83
8185,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",Alexander McCall Smith,4.03,35447.0,70,,https://www.goodreads.com/book/show/97898.The_Full_Cupboard_of_Life,83
8185,"When Gods Die (Sebastian St. Cyr, #2)",C.S. Harris,4.1,12171.0,70,,https://www.goodreads.com/book/show/39148.When_Gods_Die,83
8185,"One Second After (After, #1)",William R. Forstchen,3.98,78906.0,70,,https://www.goodreads.com/book/show/4922079-one-second-after,83
8185,The Truce at Bakura,Kathy Tyers,3.47,14684.0,70,,https://www.goodreads.com/book/show/302618.The_Truce_at_Bakura,83
8185,"The Child (Kate Waters, #2)",Fiona Barton,3.94,58581.0,70,,https://www.goodreads.com/book/show/35535454-the-child,83
8185,"The Return (Titan, #1)",Jennifer L. Armentrout,4.22,25675.0,70,,https://www.goodreads.com/book/show/18809475-the-return,83
8185,"Sanctum (Guards of the Shadowlands, #1)",Sarah Fine,3.98,11696.0,70,,https://www.goodreads.com/book/show/13482750-sanctum,83
8185,"The Troubled Man (Kurt Wallander, #10)",Henning Mankell,3.98,19379.0,70,,https://www.goodreads.com/book/show/8755555-the-troubled-man,83
8185,"The Good Detective (Detective P. T. Marsh, #1)",John McMahon,3.81,5984.0,70,,https://www.goodreads.com/book/show/40953686-the-good-detective,83
8185,"Dying to Sin (Ben Cooper & Diane Fry, #8)",Stephen Booth,3.92,1932.0,70,,https://www.goodreads.com/book/show/1187849.Dying_to_Sin,83
8185,"Outrage (Inspector Erlendur, #9)",Arnaldur Indriðason,3.8,9209.0,70,,https://www.goodreads.com/book/show/13538724-outrage,83
8185,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,4.12,70269.0,70,,https://www.goodreads.com/book/show/149302.Silverthorn,83
8185,The Last Days of Night,Graham Moore,4.16,45262.0,70,,https://www.goodreads.com/book/show/28363972-the-last-days-of-night,83
8185,"Go Tell the Bees That I Am Gone (Outlander, #9)",Diana Gabaldon,4.45,98464.0,70,,https://www.goodreads.com/book/show/57699848-go-tell-the-bees-that-i-am-gone,83
8185,Eruption,Michael Crichton,3.74,73356.0,70,,https://www.goodreads.com/book/show/199372731-eruption,83
8185,"The Evolutionary Void (Void, #3)",Peter F. Hamilton,4.28,23824.0,70,,https://www.goodreads.com/book/show/7438179-the-evolutionary-void,83
8185,"Terms of Enlistment (Frontlines, #1)",Marko Kloos,4.07,34028.0,70,,https://www.goodreads.com/book/show/18800655-terms-of-enlistment,83
8185,Savages (Savages #2),Don Winslow,3.9,26285.0,70,,https://www.goodreads.com/book/show/8008928-savages,83
8185,"Highland Guardian (Daughters of the Glen, #2)",Melissa Mayhue,4.05,2352.0,70,,https://www.goodreads.com/book/show/1537464.Highland_Guardian,83
8185,"The Winter Sea (Slains, #1)",Susanna Kearsley,4.11,71022.0,70,,https://www.goodreads.com/book/show/3392089-the-winter-sea,83
8185,The Teacher,Freida McFadden,3.88,1148560.0,70,,https://www.goodreads.com/book/show/195967140-the-teacher,83
8185,The Locked Ward,Sarah Pekkanen,3.66,28756.0,70,,https://www.goodreads.com/book/show/217388258-the-locked-ward,83
8185,The Fill-In Boyfriend,Kasie West,3.89,70536.0,70,,https://www.goodreads.com/book/show/18660447-the-fill-in-boyfriend,83
8226,"Smash Cut (Mitchell & Associates, #1)",Sandra Brown,4.12,18998.0,69,2.0,https://www.goodreads.com/book/show/6054518-smash-cut,83
8226,"Wednesday's Child (Inspector Banks, #6)",Peter Robinson,4.03,8298.0,69,,https://www.goodreads.com/book/show/102188.Wednesday_s_Child,83
8226,Half Upon a Time (Half Upon a Time #1),James Riley,4.18,8511.0,69,,https://www.goodreads.com/book/show/10578304-half-upon-a-time,83
8226,Chronic City,Jonathan Lethem,3.55,9184.0,69,,https://www.goodreads.com/book/show/6085191-chronic-city,83
8226,"Jackaroo (Tales of the Kingdom, #1)",Cynthia Voigt,3.93,5071.0,69,,https://www.goodreads.com/book/show/91836.Jackaroo,83
8226,"Monsters of Men (Chaos Walking, #3)",Patrick Ness,4.22,91857.0,69,,https://www.goodreads.com/book/show/20758105-monsters-of-men,83
8226,The Crocodile Bird,Ruth Rendell,3.86,6259.0,69,,https://www.goodreads.com/book/show/776322.The_Crocodile_Bird,83
8226,The Executioner's Song,Norman Mailer,4.05,24302.0,69,,https://www.goodreads.com/book/show/12468.The_Executioner_s_Song,83
8226,"Mr. Churchill's Secretary (Maggie Hope Mystery, #1)",Susan Elia MacNeal,3.75,35696.0,69,,https://www.goodreads.com/book/show/10161216-mr-churchill-s-secretary,83
8226,"The Last Magician (The Last Magician, #1)",Lisa Maxwell,4.02,23964.0,69,,https://www.goodreads.com/book/show/30312855-the-last-magician,83
8226,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,4.29,134469.0,69,,https://www.goodreads.com/book/show/27904311-the-hammer-of-thor,83
8226,"Cursor's Fury (Codex Alera, #3)",Jim Butcher,4.37,72404.0,69,,https://www.goodreads.com/book/show/29394.Cursor_s_Fury,83
8226,"Malice (Detective Kaga, #1)",Keigo Higashino,4.06,39539.0,69,,https://www.goodreads.com/book/show/20613611-malice,83
8226,"The Hippopotamus Pool (Amelia Peabody, #8)",Elizabeth Peters,4.18,13513.0,69,,https://www.goodreads.com/book/show/126730.The_Hippopotamus_Pool,83
8226,"One Word Kill (Impossible Times, #1)",Mark Lawrence,3.76,21638.0,69,,https://www.goodreads.com/book/show/39792427-one-word-kill,83
8226,"Earthfall (Homecoming, #4)",Orson Scott Card,3.55,10269.0,69,,https://www.goodreads.com/book/show/31354.Earthfall,83
8226,"The Cruel Prince / The Wicked King / The Queen of Nothing / How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #1-3.5)",Holly Black,4.59,3097.0,69,,https://www.goodreads.com/book/show/59612877-the-cruel-prince-the-wicked-king-the-queen-of-nothing-how-the-king,83
8226,"Daughter of the Siren Queen (Daughter of the Pirate King, #2)",Tricia Levenseller,4.05,142937.0,69,,https://www.goodreads.com/book/show/36682619-daughter-of-the-siren-queen,83
8226,The Project,Courtney Summers,3.5,16427.0,69,,https://www.goodreads.com/book/show/53138093-the-project,83
8226,"Concrete Rose (The Hate U Give, #0)",Angie Thomas,4.37,69535.0,69,,https://www.goodreads.com/book/show/52822210-concrete-rose,83
8226,"Chosen Prey (Lucas Davenport, #12)",John Sandford,4.25,33198.0,69,,https://www.goodreads.com/book/show/14785.Chosen_Prey,83
8226,ONE POLICE PLAZA,William J. Caunitz,3.79,666.0,69,,https://www.goodreads.com/book/show/1158641.ONE_POLICE_PLAZA,83
8226,"Sad Cypress (Hercule Poirot, #21)",Agatha Christie,3.94,49881.0,69,,https://www.goodreads.com/book/show/433035.Sad_Cypress,83
8226,The Girl in the Mirror,Rose Carlyle,3.79,45426.0,69,,https://www.goodreads.com/book/show/50358083-the-girl-in-the-mirror,83
8226,Player Piano,Kurt Vonnegut Jr.,3.91,65888.0,69,,https://www.goodreads.com/book/show/9597.Player_Piano,83
8226,Version Control,Dexter Palmer,3.73,8244.0,69,,https://www.goodreads.com/book/show/25733442-version-control,83
8226,"Witch Baby (Weetzie Bat, #2)",Francesca Lia Block,4.18,3930.0,69,,https://www.goodreads.com/book/show/44331.Witch_Baby,83
8226,Coming of Age in Berkeley,Jake Warner,3.84,43.0,69,,https://www.goodreads.com/book/show/40713005-coming-of-age-in-berkeley,83
8226,Time for the Stars,Robert A. Heinlein,3.99,10013.0,69,,https://www.goodreads.com/book/show/356.Time_for_the_Stars,83
8226,On a Quiet Street,Seraphina Nova Glass,4.11,150902.0,69,,https://www.goodreads.com/book/show/58977601-on-a-quiet-street,83
8226,"A Marvellous Light (The Last Binding, #1)",Freya Marske,3.92,53969.0,69,,https://www.goodreads.com/book/show/53217284-a-marvellous-light,83
8226,Sisterhood Above All,Kathleen Barber,3.59,669.0,69,,https://www.goodreads.com/book/show/240019621-sisterhood-above-all,83
8258,The Griffin & Sabine Trilogy,Nick Bantock,4.38,3007.0,68,,https://www.goodreads.com/book/show/51061.The_Griffin_Sabine_Trilogy,83
8258,"Sensation (Kid Sensation, #1)",Kevin Hardman,4.05,2259.0,68,,https://www.goodreads.com/book/show/17886233-sensation,83
8258,"Normal (Normal, #1)",Graeme Cameron,3.38,4536.0,68,,https://www.goodreads.com/book/show/23214378-normal,83
8258,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,3.92,1997098.0,68,,https://www.goodreads.com/book/show/35031085-frankenstein,83
8258,The Happiness Project,Gretchen Rubin,3.65,183704.0,68,,https://www.goodreads.com/book/show/6398634-the-happiness-project,83
8258,"Girls with Sharp Sticks (Girls with Sharp Sticks, #1)",Suzanne Young,3.94,13269.0,68,,https://www.goodreads.com/book/show/36442895-girls-with-sharp-sticks,83
8258,Platform Seven,Louise Doughty,3.53,7602.0,68,,https://www.goodreads.com/book/show/43345898-platform-seven,83
8258,Medea and Other Plays,Euripides,4.03,19723.0,68,,https://www.goodreads.com/book/show/1473.Medea_and_Other_Plays,83
8258,"Knots and Crosses (Inspector Rebus, #1)",Ian Rankin,3.8,59073.0,68,,https://www.goodreads.com/book/show/634407.Knots_and_Crosses,83
8258,"Quite Ugly One Morning (Jack Parlabane, #1)",Christopher Brookmyre,3.91,9874.0,68,,https://www.goodreads.com/book/show/289169.Quite_Ugly_One_Morning,83
8258,"The Long Winter (Little House, #6)",Laura Ingalls Wilder,4.18,94749.0,68,,https://www.goodreads.com/book/show/8282.The_Long_Winter,83
8258,"Flyte (Septimus Heap, #2)",Angie Sage,4.01,75326.0,68,,https://www.goodreads.com/book/show/355917.Flyte,83
8258,"Greenwitch (The Dark is Rising, #3)",Susan Cooper,4.0,32555.0,68,,https://www.goodreads.com/book/show/24963.Greenwitch,83
8258,"Here Be Dragons (Welsh Princes, #1)",Sharon Kay Penman,4.3,25414.0,68,,https://www.goodreads.com/book/show/77449.Here_Be_Dragons,83
8258,"The Wisteria Society of Lady Scoundrels (Dangerous Damsels, #1)",India Holton,3.63,56608.0,68,,https://www.goodreads.com/book/show/55502861-the-wisteria-society-of-lady-scoundrels,83
8258,"These Hollow Vows (These Hollow Vows, #1)",Lexi Ryan,3.93,127331.0,68,,https://www.goodreads.com/book/show/53422971-these-hollow-vows,83
8258,"Shadow's Edge (Night Angel, #2)",Brent Weeks,4.25,110681.0,68,,https://www.goodreads.com/book/show/3754016-shadow-s-edge,83
8258,"Thuvia, Maid of Mars (Barsoom, #4)",Edgar Rice Burroughs,3.77,10153.0,68,,https://www.goodreads.com/book/show/40387.Thuvia_Maid_of_Mars,83
8258,The Lies We Told,Camilla Way,3.96,27898.0,68,,https://www.goodreads.com/book/show/37905907-the-lies-we-told,83
8258,The Woman in Black,Susan Hill,3.76,85841.0,68,,https://www.goodreads.com/book/show/37034.The_Woman_in_Black,83
8258,"The Guardian (Dark-Hunter, #20; Dream-Hunter, #5; Were-Hunter, #6; Hellchaser, #5)",Sherrilyn Kenyon,4.33,19691.0,68,,https://www.goodreads.com/book/show/10649555-the-guardian,83
8258,"Unseen (Will Trent, #7)",Karin Slaughter,4.17,66729.0,68,,https://www.goodreads.com/book/show/16071767-unseen,83
8258,"Bloody Jack (Bloody Jack, #1)",L.A. Meyer,4.11,28025.0,68,,https://www.goodreads.com/book/show/295649.Bloody_Jack,83
8258,"The Knight at Dawn (Magic Tree House, #2)",Mary Pope Osborne,3.92,28996.0,68,,https://www.goodreads.com/book/show/948526.The_Knight_at_Dawn,83
8258,Starring Sally J. Freedman as Herself,Judy Blume,3.96,15917.0,68,,https://www.goodreads.com/book/show/38486.Starring_Sally_J_Freedman_as_Herself,83
8258,Midnight Is the Darkest Hour,Ashley Winstead,3.43,31355.0,68,,https://www.goodreads.com/book/show/68054323-midnight-is-the-darkest-hour,83
8258,When the Stars Answer,Harper Ross,3.5,6.0,68,,https://www.goodreads.com/book/show/250727366-when-the-stars-answer,83
8285,The Loaded Dog and Other Humorous Stories,Henry Lawson,3.91,32.0,67,,https://www.goodreads.com/book/show/9014229-the-loaded-dog-and-other-humorous-stories,83
8285,Hanging Tree,Bill Knox,3.31,13.0,67,,https://www.goodreads.com/book/show/352515.Hanging_Tree,83
8285,"The League of Seven (The League of Seven, #1)",Alan Gratz,3.88,1150.0,67,,https://www.goodreads.com/book/show/18490612-the-league-of-seven,83
8285,"Ensnared (Splintered, #3)",A.G. Howard,4.16,22309.0,67,,https://www.goodreads.com/book/show/20702029-ensnared,83
8285,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,3.76,135596.0,67,,https://www.goodreads.com/book/show/402013.Angus_Thongs_and_Full_Frontal_Snogging,83
8285,The Piano Lesson,August Wilson,3.82,10603.0,67,,https://www.goodreads.com/book/show/565978.The_Piano_Lesson,83
8285,"Forest Born (The Books of Bayern, #4)",Shannon Hale,4.04,28753.0,67,,https://www.goodreads.com/book/show/6407514-forest-born,83
8285,"Inversions (Culture, #6)",Iain M. Banks,3.96,20813.0,67,,https://www.goodreads.com/book/show/12017.Inversions,83
8285,"Scaredy Cat (Tom Thorne, #2)",Mark Billingham,3.96,11159.0,67,,https://www.goodreads.com/book/show/964994.Scaredy_Cat,83
8285,"The Neon Rain (Dave Robicheaux, #1)",James Lee Burke,3.9,29349.0,67,,https://www.goodreads.com/book/show/55022.The_Neon_Rain,83
8285,The True Confessions of Charlotte Doyle,Avi,3.86,88967.0,67,,https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle,83
8285,"Ink Exchange (Wicked Lovely, #2)",Melissa Marr,3.7,64383.0,67,,https://www.goodreads.com/book/show/2321296.Ink_Exchange,83
8285,"The Magic of Recluce (The Saga of Recluce, #1)",L.E. Modesitt Jr.,3.87,26049.0,67,,https://www.goodreads.com/book/show/185253.The_Magic_of_Recluce,83
8285,"Blameless (Parasol Protectorate, #3)",Gail Carriger,4.0,42804.0,67,,https://www.goodreads.com/book/show/7719355-blameless,83
8285,The Virgin in the Ice (Chronicles of Brother Cadfael #6),Ellis Peters,4.16,11020.0,67,,https://www.goodreads.com/book/show/39338911-the-virgin-in-the-ice,83
8285,China Mountain Zhang,Maureen F. McHugh,3.96,5235.0,67,,https://www.goodreads.com/book/show/836964.China_Mountain_Zhang,83
8285,"Mary, Bloody Mary (Young Royals, #1)",Carolyn Meyer,3.82,8173.0,67,,https://www.goodreads.com/book/show/759555.Mary_Bloody_Mary,84
8285,"The Fractal Prince (Jean le Flambeur, #2)",Hannu Rajaniemi,4.05,9524.0,67,,https://www.goodreads.com/book/show/12074927-the-fractal-prince,84
8285,The Other Black Girl,Zakiya Dalila Harris,3.35,84499.0,67,,https://www.goodreads.com/book/show/55711688-the-other-black-girl,84
8285,"Library of the Dead (Will Piper, #1)",Glenn Cooper,3.79,18812.0,67,,https://www.goodreads.com/book/show/6470037-library-of-the-dead,84
8285,"All I Want for Christmas is a Vampire (Love at Stake, #5)",Kerrelyn Sparks,4.2,13804.0,67,,https://www.goodreads.com/book/show/2794955-all-i-want-for-christmas-is-a-vampire,84
8285,"Archangel's Blade (Guild Hunter, #4)",Nalini Singh,4.24,35562.0,67,,https://www.goodreads.com/book/show/8074967-archangel-s-blade,84
8285,"The Chalk Girl (Kathleen Mallory, #10)",Carol O'Connell,4.04,3697.0,67,,https://www.goodreads.com/book/show/10856198-the-chalk-girl,84
8285,Suite Française,Irène Némirovsky,3.86,79408.0,67,,https://www.goodreads.com/book/show/43944.Suite_Fran_aise,84
8285,"Paranormalcy (Paranormalcy, #1)",Kiersten White,3.88,99528.0,67,,https://www.goodreads.com/book/show/7719245-paranormalcy,84
8285,Chase Darkness with Me: How One True-Crime Writer Started Solving Murders,Billy Jensen,4.06,17363.0,67,,https://www.goodreads.com/book/show/42366217-chase-darkness-with-me,84
8285,Overseas,Beatriz Williams,3.54,8633.0,67,,https://www.goodreads.com/book/show/13059477-overseas,84
8285,Wish You Well,David Baldacci,4.07,34158.0,67,,https://www.goodreads.com/book/show/87740.Wish_You_Well,84
8313,Joe Wilson and His Mates,Henry Lawson,3.95,42.0,66,,https://www.goodreads.com/book/show/8644892-joe-wilson-and-his-mates,84
8313,"Anatomy of Evil (Barker & Llewelyn, #7)",Will Thomas,4.09,2492.0,66,,https://www.goodreads.com/book/show/23014611-anatomy-of-evil,84
8313,"Death Bringer (Skulduggery Pleasant, #6)",Derek Landy,4.47,21390.0,66,,https://www.goodreads.com/book/show/10221341-death-bringer,84
8313,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,4.5,238420.0,66,,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset,84
8313,A Narrow Door,Joanne Harris,3.92,7056.0,66,,https://www.goodreads.com/book/show/58823761-a-narrow-door,84
8313,False Step,Victoria Helen Stone,3.62,17720.0,66,,https://www.goodreads.com/book/show/41723468-false-step,84
8313,"The Winds of War (The Henry Family, #1)",Herman Wouk,4.38,60374.0,66,,https://www.goodreads.com/book/show/21484.The_Winds_of_War,84
8313,I Was Anastasia,Ariel Lawhon,3.69,42576.0,66,,https://www.goodreads.com/book/show/33989585-i-was-anastasia,84
8313,Rose Daughter,Robin McKinley,3.79,21968.0,66,,https://www.goodreads.com/book/show/8089.Rose_Daughter,84
8313,"UnDivided (Unwind, #4)",Neal Shusterman,4.45,33400.0,66,,https://www.goodreads.com/book/show/17950614-undivided,84
8313,"House of Chains (Malazan Book of the Fallen, #4)",Steven Erikson,4.34,57880.0,66,,https://www.goodreads.com/book/show/55398.House_of_Chains,84
8313,Greenwich Park,Katherine Faulkner,3.83,75827.0,66,,https://www.goodreads.com/book/show/55905003-greenwich-park,84
8313,"The Last Echo (The Body Finder, #3)",Kimberly Derting,4.13,13962.0,66,,https://www.goodreads.com/book/show/11838803-the-last-echo,84
8313,"Lord's Fall (Elder Races, #5)",Thea Harrison,4.22,12453.0,66,,https://www.goodreads.com/book/show/13412557-lord-s-fall,84
8313,"Suicide Run (Harry Bosch, #14.5; Harry Bosch Universe, #23.4)",Michael Connelly,4.11,14116.0,66,,https://www.goodreads.com/book/show/11885509-suicide-run,84
8313,"Jade City (The Green Bone Saga, #1)",Fonda Lee,4.05,127632.0,66,,https://www.goodreads.com/book/show/43587154-jade-city,84
8313,"Head On (Lock In, #2)",John Scalzi,4.01,26726.0,66,,https://www.goodreads.com/book/show/35018901-head-on,84
